modelName,recall@5,precision@5,f1_score@5,ndcg@5,recall@10,precision@10,f1_score@10,ndcg@10,recall@15,precision@15,f1_score@15,ndcg@15,weight
p_model,0.23016468253968253,0.04603293650793651,0.07672156084656084,0.16545145005061668,0.35918611111111115,0.03591861111111111,0.06530656565656565,0.20620029548452098,0.4505738095238095,0.030038253968253967,0.05632172619047619,0.2301326529057053,"(2, 1, 2)"
p_model,0.23354087301587298,0.0467081746031746,0.07784695767195768,0.16324488772451548,0.3527309523809524,0.035273095238095235,0.06413290043290043,0.202933380786827,0.4460392857142857,0.02973595238095238,0.05575491071428571,0.2292132765453709,"(2, 1, 3)"
p_model,0.233965873015873,0.04679317460317461,0.07798862433862433,0.16454082552562357,0.3531531746031746,0.03531531746031746,0.0642096681096681,0.2039823884043311,0.45399325396825396,0.030266216931216932,0.056749156746031745,0.23097825049386447,"(2, 2, 1)"
p_model,0.23241944444444443,0.04648388888888889,0.07747314814814815,0.1630908292706397,0.3533900793650794,0.03533900793650794,0.0642527417027417,0.2021270556065538,0.4502734126984127,0.030018227513227514,0.05628417658730159,0.22908082665234308,"(2, 2, 3)"
p_model,0.23674007936507938,0.047348015873015875,0.0789133597883598,0.16780110691352082,0.35701904761904757,0.03570190476190476,0.06491255411255412,0.20502050931442187,0.44833253968253967,0.029888835978835977,0.05604156746031746,0.22925517291416553,"(2, 3, 1)"
p_model,0.23307222222222218,0.046614444444444444,0.07769074074074075,0.16538916557183334,0.35322063492063493,0.035322063492063495,0.06422193362193362,0.205206543344149,0.45005079365079365,0.03000338624338624,0.056256349206349206,0.22839078806176036,"(2, 3, 2)"
p_model,0.2316015873015873,0.04632031746031746,0.07720052910052912,0.1659150533067654,0.35788214285714287,0.035788214285714284,0.06506948051948053,0.2039765041089603,0.45009365079365077,0.030006243386243383,0.056261706349206346,0.22714853879540153,"(2, 3, 3)"
p_model,0.23298214285714283,0.04659642857142857,0.07766071428571428,0.16423966360912062,0.36010436507936505,0.036010436507936505,0.06547352092352092,0.20688972890429516,0.4486801587301587,0.02991201058201058,0.05608501984126984,0.22871278349477603,"(3, 1, 1)"
p_model,0.2247329365079365,0.0449465873015873,0.07491097883597883,0.1637693434516084,0.3548642857142857,0.03548642857142858,0.06452077922077921,0.20356445742424797,0.449615873015873,0.029974391534391534,0.05620198412698413,0.22680120361986336,"(3, 1, 2)"
p_model,0.23323769841269842,0.046647539682539686,0.07774589947089948,0.16672755409402107,0.35488730158730164,0.035488730158730164,0.06452496392496393,0.20340404248321986,0.4509892857142857,0.030065952380952377,0.05637366071428572,0.2313539977343587,"(3, 1, 3)"
p_model,0.23358531746031747,0.0467170634920635,0.0778617724867725,0.1663186445270257,0.35988928571428574,0.035988928571428574,0.06543441558441558,0.20504177400993667,0.4501543650793651,0.030010291005291005,0.05626929563492064,0.2318373394574926,"(3, 2, 1)"
p_model,0.2319015873015873,0.046380317460317455,0.0773005291005291,0.16380175826136914,0.3599793650793651,0.03599793650793651,0.06545079365079366,0.20752814300673555,0.4500079365079365,0.0300005291005291,0.056250992063492065,0.2295653377299346,"(3, 2, 2)"
p_model,0.23373253968253968,0.04674650793650794,0.07791084656084658,0.16425739875849166,0.3616035714285714,0.03616035714285715,0.0657461038961039,0.2055095288896809,0.4541607142857142,0.03027738095238095,0.056770089285714295,0.23037353608210764,"(3, 2, 3)"
p_model,0.23289087301587302,0.0465781746031746,0.07763029100529101,0.16486908837656336,0.3572654761904762,0.03572654761904762,0.0649573593073593,0.2045375627492012,0.4494761904761905,0.02996507936507936,0.05618452380952381,0.22943063528928614,"(3, 3, 1)"
p_model,0.23727539682539683,0.047455079365079374,0.07909179894179894,0.16789666082997223,0.3585075396825397,0.03585075396825397,0.06518318903318904,0.20478753219557347,0.4459686507936508,0.029731243386243385,0.05574608134920635,0.22792283354634793,"(3, 3, 2)"
p_model,0.23218968253968256,0.046437936507936504,0.07739656084656085,0.1598655634887121,0.3582055555555555,0.03582055555555556,0.06512828282828283,0.19900612118696037,0.4480123015873016,0.02986748677248677,0.05600153769841271,0.2214069675404885,"(1, 1, 10)"
p_model,0.22859682539682538,0.045719365079365075,0.07619894179894181,0.159188278813338,0.3561261904761905,0.035612619047619046,0.06475021645021645,0.202944117776523,0.44659841269841266,0.029773227513227512,0.05582480158730159,0.22406551372199512,"(1, 10, 1)"
p_model,0.23725079365079366,0.04745015873015873,0.0790835978835979,0.16580469935663092,0.36746190476190477,0.03674619047619048,0.06681125541125542,0.20799090482747168,0.457913492063492,0.030527566137566138,0.0572391865079365,0.23034238353053194,"(10, 1, 1)"
p_model,0.24009007936507937,0.04801801587301587,0.08003002645502645,0.1632532946085954,0.3630285714285715,0.036302857142857144,0.0660051948051948,0.20354805355604358,0.4514424603174604,0.03009616402116402,0.05643030753968255,0.2290923108974907,"(100, 1, 1)"
p_model,0.2253777777777778,0.045075555555555556,0.07512592592592593,0.15563959597811255,0.35186666666666666,0.035186666666666665,0.06397575757575757,0.19440793502868225,0.44147023809523805,0.029431349206349204,0.05518377976190476,0.21977260211038196,"(1, 100, 1)"
p_model,0.22756468253968254,0.04551293650793651,0.07585489417989419,0.15519743570732597,0.3535214285714286,0.03535214285714286,0.06427662337662338,0.19695066669718428,0.45142103174603176,0.030094735449735448,0.05642762896825397,0.2237500002532298,"(1, 1, 100)"
p_model,0.23022341269841268,0.04604468253968254,0.07674113756613757,0.1604082227477752,0.3640126984126984,0.03640126984126984,0.06618412698412698,0.20143932471351253,0.451568253968254,0.03010455026455026,0.05644603174603175,0.22699207396905335,"(100, 1, 1)"
p_model,0.2375202380952381,0.04750404761904762,0.0791734126984127,0.16332224921485297,0.3612948412698413,0.03612948412698412,0.06568997113997113,0.2029527219805035,0.4557884920634921,0.030385899470899466,0.05697356150793651,0.22765636562166125,"(100, 1, 1)"
p_model,0.2419269841269841,0.048385396825396824,0.08064232804232804,0.16567775303361096,0.362056746031746,0.0362056746031746,0.06582849927849926,0.20324092825541776,0.45245039682539684,0.030163359788359784,0.056556299603174605,0.22683037438653242,"(100, 1, 1)"
p_model,0.24138531746031744,0.04827706349206349,0.08046177248677248,0.16584103266701636,0.3665916666666667,0.03665916666666667,0.06665303030303031,0.20730633695346906,0.4539706349206349,0.030264708994708994,0.05674632936507937,0.2279507529168801,"(100, 1, 1)"
p_model,0.23930912698412699,0.047861825396825396,0.07976970899470899,0.164766624953436,0.35716071428571433,0.03571607142857142,0.06493831168831167,0.20396079665037872,0.45528174603174604,0.0303521164021164,0.056910218253968255,0.22694673988523767,"(100, 1, 1)"
p_model,0.22866785714285714,0.04573357142857143,0.07622261904761905,0.157895496086365,0.3506111111111111,0.03506111111111111,0.06374747474747475,0.19574405277121187,0.447890873015873,0.029859391534391534,0.055986359126984124,0.22071030730272878,"(1, 100, 1)"
p_model,0.22835952380952382,0.045671904761904754,0.07611984126984127,0.15688194324770824,0.350625,0.0350625,0.06375,0.1970264260480251,0.44111309523809517,0.02940753968253968,0.0551391369047619,0.22063500774260014,"(1, 100, 1)"
p_model,0.22366388888888888,0.044732777777777774,0.07455462962962964,0.15509084193584527,0.34730396825396825,0.034730396825396824,0.06314617604617603,0.1959142289726547,0.4408309523809523,0.029388730158730156,0.05510386904761905,0.2202882182856897,"(1, 100, 1)"
p_model,0.22070674603174603,0.044141349206349205,0.07356891534391534,0.15372069877088834,0.3495805555555555,0.034958055555555555,0.06356010101010101,0.19553346394947613,0.44274047619047624,0.029516031746031745,0.05534255952380953,0.2248546284090906,"(1, 100, 1)"
p_model,0.22572896825396824,0.04514579365079365,0.07524298941798942,0.1562087197334763,0.34927182539682544,0.034927182539682536,0.06350396825396826,0.19515792589310582,0.4388992063492063,0.02925994708994709,0.05486240079365079,0.22046666298598006,"(1, 100, 1)"
p_model,0.23230198412698413,0.04646039682539683,0.0774339947089947,0.16124505975809292,0.36178214285714283,0.03617821428571429,0.06577857142857144,0.20411291100339224,0.45495555555555556,0.03033037037037037,0.056869444444444445,0.22722556111777203,"(1, 1, 100)"
p_model,0.2326777777777778,0.04653555555555555,0.07755925925925926,0.15977569652729848,0.360775,0.0360775,0.06559545454545454,0.20300382057947527,0.44845992063492063,0.02989732804232804,0.05605749007936508,0.225934115459005,"(1, 1, 100)"
p_model,0.23141468253968253,0.04628293650793651,0.07713822751322752,0.16014919773842012,0.3589047619047619,0.035890476190476195,0.06525541125541125,0.2017046200967461,0.4495095238095238,0.029967301587301588,0.056188690476190475,0.225864824276566,"(1, 1, 100)"
p_model,0.235959126984127,0.04719182539682539,0.07865304232804232,0.1644856085023675,0.35645436507936507,0.03564543650793651,0.06480988455988455,0.20074933833251798,0.44265952380952384,0.02951063492063492,0.05533244047619048,0.22458867386330478,"(1, 1, 100)"
p_model,0.23148769841269842,0.046297539682539676,0.07716256613756613,0.1617986210755897,0.3589452380952381,0.035894523809523814,0.06526277056277055,0.2024844916005318,0.44902896825396826,0.02993526455026455,0.05612862103174603,0.22767090758798408,"(1, 1, 100)"
p_model,0.23052460317460316,0.04610492063492063,0.07684153439153439,0.15556706817985907,0.353990873015873,0.0353990873015873,0.06436197691197691,0.19724187065300716,0.4460396825396825,0.029735978835978834,0.055754960317460314,0.2229978210998099,"(1, 100, 100)"
p_model,0.2297654761904762,0.045953095238095244,0.07658849206349205,0.15530503640723026,0.3517365079365079,0.03517365079365079,0.06395209235209237,0.19538226583674137,0.4439194444444444,0.029594629629629627,0.05548993055555555,0.2218733131976368,"(1, 100, 100)"
p_model,0.2267809523809524,0.04535619047619047,0.0755936507936508,0.15634415539405364,0.3551115079365079,0.035511150793650796,0.06456572871572872,0.19932795923005434,0.45046984126984124,0.03003132275132275,0.056308730158730155,0.2188863840501904,"(1, 100, 100)"
p_model,0.2266781746031746,0.04533563492063492,0.07555939153439153,0.15712872382915208,0.35421984126984124,0.03542198412698413,0.0644036075036075,0.1991398338760349,0.4485134920634921,0.02990089947089947,0.056064186507936514,0.22470947194060298,"(1, 100, 100)"
p_model,0.22308531746031743,0.04461706349206349,0.07436177248677248,0.1537022825494336,0.35291428571428574,0.03529142857142857,0.06416623376623376,0.19502441005344132,0.44518650793650794,0.029679100529100527,0.05564831349206349,0.222899360906703,"(1, 100, 100)"
p_model,0.24310595238095237,0.04862119047619048,0.08103531746031746,0.16727623121484772,0.3659095238095238,0.036590952380952384,0.06652900432900434,0.20487334918326588,0.4635964285714285,0.03090642857142857,0.05794955357142857,0.23079185021488074,"(100, 1, 100)"
p_model,0.2410107142857143,0.04820214285714286,0.08033690476190478,0.16753859984379585,0.37049920634920636,0.03704992063492064,0.06736349206349206,0.20537853652149374,0.4670206349206349,0.031134708994708993,0.05837757936507937,0.23276245266023476,"(100, 1, 100)"
p_model,0.23976349206349207,0.04795269841269841,0.07992116402116402,0.1639377942892195,0.3703289682539682,0.03703289682539683,0.06733253968253967,0.207132321073448,0.46488015873015875,0.030992010582010582,0.058110019841269844,0.2317168284910441,"(100, 1, 100)"
p_model,0.24208888888888888,0.04841777777777778,0.08069629629629631,0.16667439155784397,0.36964484126984126,0.03696448412698412,0.06720815295815295,0.20589583937278405,0.46442222222222224,0.030961481481481482,0.05805277777777778,0.23095517733306115,"(100, 1, 100)"
p_model,0.23937103174603175,0.04787420634920635,0.07979034391534391,0.16350963380247002,0.3692583333333333,0.03692583333333333,0.06713787878787879,0.2072472977213044,0.4588107142857143,0.03058738095238095,0.05735133928571429,0.22989935431083017,"(100, 1, 100)"
